成员,时间,内容
Cheng,2026-01-28 16:58:47,你去偷一个吧
Evelyn,2026-01-28 17:12:04,我不要协助你去学校食堂偷鼠标@话痨用户
Evelyn,2026-01-28 17:12:23,别再给我打八百个电话了[微笑]
Cheng,2026-01-28 17:12:58,谁家怪盗🤣
Chen,2026-01-28 17:19:46,我不行了
Chen,2026-01-28 17:19:50,这是真怪盗
Cheng,2026-01-28 17:22:29,陈神，他不会盗走了你的妙控吧？
Kang,2026-01-28 17:22:31,已死亡
Chen,2026-01-28 17:23:06,一个能派上用场的都没有
Chen,2026-01-28 17:23:08,[苦涩]
Xian,2026-01-28 17:29:02,我感觉惠普的鼠标还不错耶，一百多一些的键盘+鼠标
Xian,2026-01-28 17:29:07,我还用了这么久
Wang,2026-01-28 17:31:58,笑死我了
Wang,2026-01-28 17:32:05,崔姐最严厉的父亲
Evelyn,2026-01-28 17:38:56,你凭什么当崔姐最严厉的导师
Evelyn,2026-01-28 17:39:01,你个小脑警长
Wang,2026-01-28 17:39:54,高先生
Wang,2026-01-28 17:39:59,快制裁她
Bao,2026-01-28 18:08:49,什么叫“我们与广外的合作背后有什么？”
Bao,2026-01-28 18:09:05,又什么叫“还有课程认证是谁的功劳”
Xian,2026-01-28 18:09:14,有一直在交钱的理工学生
Bao,2026-01-28 18:09:43,我很想回答他的问题
Bao,2026-01-28 18:09:49,但是我真的没看懂
Cheng,2026-01-29 11:49:14,有人香车宝马，有人天赋异禀，还有人在力扣做题，只会看题解。
Cheng,2026-01-29 14:53:42,没有张杰教授的ppt掣肘，梁教授的授课水平又提高了
Cheng,2026-01-29 17:35:02,dcg没听啊
Cheng,2026-01-29 17:35:04,怎么办
Chen,2026-01-29 17:35:41,相信以程师的功力
Chen,2026-01-29 17:35:41,过一遍ppt就行了
Wang,2026-01-29 17:40:09,程哥不就是AI大神了吗
Chen,2026-01-29 17:41:16,ai大神
Gao,2026-01-29 17:42:48,@复制粘贴吧黄牌
Gao,2026-01-29 17:42:54,学生卡
Gao,2026-01-29 17:42:56,oh no
Cheng,2026-01-29 17:44:24,你在哪里？
Evelyn,2026-01-29 23:08:44,这边聊吧
Chen,2026-01-29 23:08:50,我不行了
Chen,2026-01-29 23:09:10,cs群的召唤
Evelyn,2026-01-29 23:09:38,[强][强][强]
Cheng,2026-01-29 23:14:17,陈神和崔神谁会先拿下驾照呢？
Chen,2026-01-29 23:19:34,99.9不是我
Cheng,2026-01-29 23:19:52,你至少科一很顺利
Chen,2026-01-29 23:19:57,压线
Chen,2026-01-29 23:19:59,90
Chen,2026-01-29 23:20:06,我出来的时候腿都软了
Chen,2026-01-29 23:20:23,多一分都不会这么惊险
Xian,2026-01-29 23:23:59,我之前科目一
Xian,2026-01-29 23:24:07,用那个什么驾考宝典
Xian,2026-01-29 23:24:13,自己做题
Xian,2026-01-29 23:24:27,每次都是30分不到，然后以为自己废了
Xian,2026-01-29 23:24:39,结果一考试就狗运，90踩线
Cheng,2026-01-29 23:25:02,别麻痹崔神了
Morty,2026-01-29 23:25:15,要发起胜利的豪赌
Xian,2026-01-29 23:25:17,我只是夸我自己狗运而已
Evelyn,2026-01-29 23:25:42,比你分高
Xian,2026-01-29 23:25:59,那我科一也是一次过的
Bao,2026-01-30 00:18:00,我去韩国考
Bao,2026-01-30 00:18:09,暑假去新西兰自驾游吧
Bao,2026-01-30 00:21:38,@再玩鹅鸭杀是狗 你怎么知道韩国科一有中文版且只需要60份就能过
Evelyn,2026-01-30 01:48:03,60吗？那我也去韩国考
Bao,2026-01-30 12:10:31,你们真的去自驾了吗
Bao,2026-01-30 12:10:46,真好哇
Evelyn,2026-01-30 12:11:30,替你吃了之前讲的农庄
Bao,2026-01-30 12:17:09,替我幸福
Gao,2026-01-30 14:31:21,为什么我在萨莉亚的蛤蜊里也能吃出来螃蟹
Xian,2026-01-30 14:35:33,有加餐
Xian,2026-01-30 14:35:36,你就偷着乐吧
Gao,2026-01-30 16:14:36,我现在meeting的时候才知道
Gao,2026-01-30 16:14:43,我们组写critical path写了24条
Gao,2026-01-30 16:14:49,呃
Xian,2026-01-30 17:37:36,我讨厌社牛的人
Xian,2026-01-30 17:37:43,为什么公交车上这么多空位
Xian,2026-01-30 17:38:03,为什么要坐我旁边啊
Cheng,2026-01-30 18:15:41,[汗]
Xian,2026-01-30 18:16:28,绷不住了
Cheng,2026-01-30 18:17:17,绷不住了
Xian,2026-01-30 18:35:41,明天是有体育课对吧
Cheng,2026-01-30 18:38:48,明天啥项目？
Xian,2026-01-30 18:39:46,不知道
Xian,2026-01-30 18:39:57,老师都换了
Xian,2026-01-30 23:12:09,玩到现在
Xian,2026-01-30 23:12:21,才发现现在就11点
Xian,2026-01-30 23:12:31,哇超我都以为凌晨了
Cheng,2026-01-30 23:12:45,继续
Xian,2026-01-30 23:12:53,啊？
Xian,2026-01-30 23:12:57,继续啥
Cheng,2026-01-30 23:13:12,继续玩，耍
Xian,2026-01-31 01:07:52,@伍子軒 我看你10点11点的时候和朋友组队
Xian,2026-01-31 01:07:56,那时候是27星
Xian,2026-01-31 01:08:01,怎么你们现在还在组队
Xian,2026-01-31 01:08:05,你还在27星
Xian,2026-01-31 04:05:07,炸了啊
Xian,2026-01-31 04:05:11,睡不着
Xian,2026-01-31 04:05:20,明天体育课我还能活下来吗
Xian,2026-01-31 08:02:46,啊，久违的早晨
Xian,2026-01-31 08:03:15,我今年第一次看到澳门的早晨
Xian,2026-01-31 08:03:21,竟然是我一晚没睡着吗
Kang,2026-01-31 08:55:13,醒这么早？
Xian,2026-01-31 09:16:00,就不能是更本没睡吗
Kang,2026-01-31 09:17:05,那很亢奋了
Wang,2026-01-31 09:20:59,为什么没人上课呢孩子们
Xian,2026-01-31 09:21:22,还是那个地下室？
Xian,2026-02-01 15:12:22,穿cos服去拜年是吧
Cheng,2026-02-01 15:48:39,赛博阳痿了，谁推荐点rpg游戏[流泪]
Xian,2026-02-01 15:49:04,原神
Bao,2026-02-01 15:49:18,https://vim-adventures.com/
Bao,2026-02-01 15:49:23,快去玩
Xian,2026-02-01 16:03:26,为什么不玩原神
Xian,2026-02-01 16:10:56,太癫了
Gao,2026-02-01 17:43:28,@复制粘贴吧黄牌 男娘
Cheng,2026-02-01 17:44:34,你应该艾特鲍神
Cheng,2026-02-01 17:44:45,@掉线ing 你是xnn吗？
Bao,2026-02-01 17:49:25,群主这辈子肯定是找不到对象了
Bao,2026-02-01 17:49:29,故女装下海
Bao,2026-02-01 17:49:33,请大家多多支持
Gao,2026-02-01 17:49:43,你怎么是群主
Gao,2026-02-01 17:49:47,现在群主是崔
Gao,2026-02-01 17:49:51,崔肯定找不到男朋友了
Cheng,2026-02-01 17:49:51,朋友可以白嫖吗？
Bao,2026-02-01 17:50:13,我是一代目
Bao,2026-02-01 17:50:25,一代目队长小k
Bao,2026-02-01 17:50:30,二代目队长崔哥
Cheng,2026-02-01 17:51:01,都是昏君
Gao,2026-02-01 17:51:11,崔女士别拷打我
Gao,2026-02-01 17:51:15,我是拥趸你的
Cheng,2026-02-01 17:51:46,崔神比一代目强点啊
Cheng,2026-02-01 17:52:09,我是崔神的爪牙拥趸
Bao,2026-02-01 17:54:20,你不知道一代目是最利害的吗
Bao,2026-02-01 17:54:57,我要秽土转生了
Cheng,2026-02-01 17:55:06,你不知道历史上的一代目帝皇往往是得位最不道德的吗？
Bao,2026-02-01 17:55:18,@再玩鹅鸭杀是狗 嘿，你当群主的日子结束了，把群主还给我
Gao,2026-02-01 17:55:25,我觉得鲍先生不太把自己当皇帝
Gao,2026-02-01 17:55:35,鲍先生把自己当成新时代的一代目了
Gao,2026-02-01 17:55:38,有点相思了
Cheng,2026-02-01 17:56:16,@再玩鹅鸭杀是狗 把这个离开mpu的踢了吧
Evelyn,2026-02-01 17:56:25,听不见
Evelyn,2026-02-01 17:56:27,听不见
Gao,2026-02-01 17:58:14,@再玩鹅鸭杀是狗 我们是你的拥趸
Gao,2026-02-01 17:58:18,你要对我们好一点
Bao,2026-02-01 17:58:23,？
Gao,2026-02-01 17:58:26,不然就一起干掉你
Bao,2026-02-01 17:58:27,倒反天罡
Bao,2026-02-01 17:58:46,立正，稍息
Bao,2026-02-01 17:58:54,一代目的兵全部出列！
Cheng,2026-02-01 17:59:02,我看早该杀头群里的那个跑到棒子国的了
Wang,2026-02-01 17:59:12,我为现任群主举大旗
Cheng,2026-02-01 17:59:21,我为现任群主举大旗
Bao,2026-02-01 18:06:36,你们好大的胆子！
Gao,2026-02-01 18:37:15,窝蜂怎么了
Gao,2026-02-01 18:37:24,我的鼠标到今天还没到
Gao,2026-02-01 18:37:25,OMG
Cheng,2026-02-01 18:40:28,😊
Gao,2026-02-01 19:35:20,经典
Gao,2026-02-01 19:35:28,窝蜂代收也不知道发生啥了
Bao,2026-02-01 20:09:44,没有电钻和锯子
Bao,2026-02-01 20:09:58,生活好艰难
Cheng,2026-02-01 20:10:36,亲，你有锤子吗？
Bao,2026-02-01 20:11:40,没有
Bao,2026-02-01 20:11:57,锤子比较廉价
Bao,2026-02-01 20:12:03,拿我的脑袋也能凑合用
Cheng,2026-02-01 20:44:15,【原教旨版《哈基米》】 https://www.bilibili.com/video/BV1nDQ6YQEkC/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Cheng,2026-02-01 20:47:42,【【中国科大合唱/魔法少女小圆】Sis puella magica! 2022山高水长毕业季音乐会】 https://www.bilibili.com/video/BV1TT411F782/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Cheng,2026-02-01 21:46:56,【当立华奏真的在弹钢琴《Angel Beats!》OPED】 https://www.bilibili.com/video/BV11svtBkEWo/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Cheng,2026-02-01 21:49:00,【更适合春节听的《恋ひ恋ふ縁》】 https://www.bilibili.com/video/BV13jrcBdEPf/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Cheng,2026-02-01 21:53:41,【「求你别再对我温柔」｜双笙《心做し》 深夜破防的日系悲歌｜日推歌单】 https://www.bilibili.com/video/BV1TZztBREtL/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Cheng,2026-02-01 22:01:46,【《反乌托邦Pt.2》【亚细亚旷世奇才/洛天依/乌托邦P】】 https://www.bilibili.com/video/BV1epqZBVEPY/?share_source=copy_web&vd_source=9c19e8d6cf217fdddc6284e051a0cb76
Evelyn,2026-02-01 22:04:57,@掉线ing 我朋友，看上你了
Bao,2026-02-01 22:05:19,？
Bao,2026-02-01 22:05:58,老登，你的群主还有不到5个月就到期
Bao,2026-02-01 22:06:11,你就可劲折腾吧
Evelyn,2026-02-01 22:07:38,我朋友圈有合照
Evelyn,2026-02-01 22:08:00,她觉得你帅
Bao,2026-02-01 22:10:09,看上另外两位了
Bao,2026-02-01 22:10:12,看来是
Evelyn,2026-02-01 22:11:05,？
Bao,2026-02-01 22:11:47,你就会整我
Bao,2026-02-01 22:11:56,小心我给你小号拉黑了
Evelyn,2026-02-01 22:12:11,她问你有对象吗
Bao,2026-02-01 22:12:27,我的防诈骗意识可强了
Evelyn,2026-02-01 22:12:32,我都不发小号了
Cheng,2026-02-01 23:33:48,@群之共主 你的画像吗？
Wang,2026-02-01 23:47:40,是我
Cheng,2026-02-02 00:07:36,其实我三数合也是99%
Xian,2026-02-02 00:40:13,给我玩电子阳痿了
Xian,2026-02-02 00:40:22,建了一堆房子
Xian,2026-02-02 00:40:47,现在看见方块就想吐
Gao,2026-02-02 00:47:24,@复制粘贴吧黄牌
Gao,2026-02-02 00:47:30,你作为古早二次元
Gao,2026-02-02 00:47:40,能不能和我一起看魔法少女小圆
Bao,2026-02-02 01:23:28,我是老资历我看过
Cheng,2026-02-02 07:23:51,可以
Cheng,2026-02-02 10:22:41,崔姐的手机出了点问题，你们谁要苹果的原装线？
Gao,2026-02-02 11:30:41,窝蜂犯什么病
Gao,2026-02-02 11:30:47,今天了我的鼠标还没进澳门
Cheng,2026-02-02 11:31:59,高哥，我的你先用着就行
Cheng,2026-02-02 11:32:03,不嫌弃的话
Gao,2026-02-02 11:32:35,我有什么好嫌弃的
Cheng,2026-02-02 11:43:10,碰到崔师了
Cheng,2026-02-02 11:43:12,……
Cheng,2026-02-02 11:51:45,崔师怎么你了✋🏻😭✋🏻
Kang,2026-02-02 11:57:20,崔姐又找到我了
Cheng,2026-02-02 11:59:55,她的手机好了吗？
Gao,2026-02-02 12:22:38,已红温
Cheng,2026-02-02 13:00:38,我真的不想搞ISP了
Cheng,2026-02-02 13:02:12,啊啊啊啊啊
Bao,2026-02-02 13:18:03,我也不想搞lsp了
Wang,2026-02-02 13:24:48,谁是老色批
Bao,2026-02-02 14:03:13,wechat的bug好多啊
Cheng,2026-02-02 14:03:48,确实
Gao,2026-02-02 14:04:04,微信至今还有一堆糟粕
Gao,2026-02-02 14:04:16,比如说自动清理过期文件
Gao,2026-02-02 14:04:33,但是我发什么照片他都得在我相册里建一个副本
Bao,2026-02-02 14:04:38,这不算bug宝贝
Gao,2026-02-02 14:04:53,你好这是糟粕
Bao,2026-02-02 14:04:53,我在Linux上装的原生有bug
Gao,2026-02-02 14:04:55,这不是bug
Bao,2026-02-02 14:05:05,不能锁房移动
Bao,2026-02-02 14:05:24,系统的config对WeChat也不生效
Bao,2026-02-02 14:05:38,而且好像没被当成是软件
Bao,2026-02-02 14:05:45,被当成终端了感觉
Gao,2026-02-02 14:06:04,连输入法的广告都知道走Windows原生通知了
Gao,2026-02-02 14:06:16,我们的微信仍然坚持要你自己点开看
Gao,2026-02-02 14:06:23,👍🏻
Gao,2026-02-02 14:09:26,程先生
Gao,2026-02-02 14:09:30,只要你玩战争雷霆
Gao,2026-02-02 14:09:32,再玩塔科夫
Gao,2026-02-02 14:09:45,然后你就会找到男娘的
Bao,2026-02-02 14:25:38,我去宽带坏了
Gao,2026-02-02 16:50:17,今天下午
Gao,2026-02-02 16:50:24,我的鼠标终于到了
Gao,2026-02-02 16:50:38,程先生明天你我给你带过去你那个鼠标
Cheng,2026-02-02 17:57:47,好的👌
Cheng,2026-02-02 17:58:11,那个期中老师会给公式吗？
Chen,2026-02-02 18:15:05,好像说是已经放上去考点了
Chen,2026-02-02 18:15:10,这么些占50吗
Cheng,2026-02-02 18:19:13,啥意思？我没看懂这两句话
Cheng,2026-02-02 18:19:27,14个考点不是全部吗？
Cheng,2026-02-02 18:19:53,我记得他说起码百分之八十了
Chen,2026-02-02 18:19:56,不是
Wang,2026-02-02 18:25:58,是啊
Wang,2026-02-02 18:26:02,他说至少90分
Wang,2026-02-02 18:26:11,拿不到100分但能保90分
Chen,2026-02-02 18:28:14,90？？？
Chen,2026-02-02 18:28:19,我被欺骗了
Wang,2026-02-02 18:28:19,对啊
Wang,2026-02-02 18:28:22,他原话就这么说的
Cheng,2026-02-02 18:43:02,太夸张了
Morty,2026-02-03 12:06:48,完全不想复习啊
Cheng,2026-02-03 12:21:33,死灭回游第三集给我看笑了
Bao,2026-02-03 12:45:48,有没有想拼一拼的
Bao,2026-02-03 13:00:32,这个梯子好快
Bao,2026-02-03 13:00:40,还便宜
Bao,2026-02-03 13:00:58,https://yuntu.network/#/dashboard
Cheng,2026-02-03 15:43:20,hello
Cheng,2026-02-03 15:43:24,宝宝们
Cheng,2026-02-03 15:43:27,11天后
Cheng,2026-02-03 15:43:37,谁和我过节
Cheng,2026-02-03 15:43:44,爱你们喔
Cheng,2026-02-03 15:43:51,给你们看哥哥的肌肉
Xian,2026-02-03 15:43:53,你被夺舍了？
Cheng,2026-02-03 15:44:15,没有喔
Xian,2026-02-03 15:44:30,你要是被绑架了
Xian,2026-02-03 15:44:33,你就眨眨眼
Cheng,2026-02-03 15:45:10,哥哥想绑架我？
Cheng,2026-02-03 15:45:13,有意思
Cheng,2026-02-03 15:45:45,迷死我了
Evelyn,2026-02-03 15:54:02,大家是如何坐在这个无聊的教室的
Evelyn,2026-02-03 15:54:13,坐不动了呀
Evelyn,2026-02-03 15:54:23,到底有什么好玩的
Xian,2026-02-03 15:54:32,虽然说已经看了三四遍了
Cheng,2026-02-03 15:55:32,薯ki薯ki大薯ki
Cheng,2026-02-03 16:02:02,扫码了，Linux桌面bug了
Morty,2026-02-03 16:05:05,玩linux导致的
Cheng,2026-02-03 16:11:26,docker是拿go写的？
Cheng,2026-02-03 16:12:02,go学长有实力的啊
Morty,2026-02-03 16:13:15,再来金沙队伍已经全满了
Cheng,2026-02-03 16:21:42,ciallo
Evelyn,2026-02-03 16:22:15,怎么还不下课
Cheng,2026-02-03 16:40:03,@话痨用户 真的不考虑一下女女关系吗？
Gao,2026-02-03 16:40:18,格里芬的简指
Cheng,2026-02-03 16:41:00,感觉恋人不行真可以吧？
Cheng,2026-02-03 16:41:24,"attraction,liking"
Cheng,2026-02-03 16:41:28,wow
Bao,2026-02-03 16:42:34,买了个新的订阅制的
Bao,2026-02-03 16:42:38,14块钱一个月
Bao,2026-02-03 16:42:41,还行
Cheng,2026-02-03 16:42:44,https://www.bilibili.com/video/BV1AzvXBgEgv/?spm_id_from=333.337.search-card.all.click
Cheng,2026-02-03 16:43:06,@话痨用户
Cheng,2026-02-03 16:43:36,我不能翻墙啊，我翻墙后就看不到我最喜欢的央视频了
Bao,2026-02-03 16:45:49,你挂台湾节点不就好了
Bao,2026-02-03 16:46:30,港澳也能看吧
Cheng,2026-02-03 17:12:24,你们谁有家族群？过年发红包的那种。拉我进去就说我是你女朋友。再过几天拉就显得有点刻意了
Morty,2026-02-03 17:12:28,韩国没墙吧
Cheng,2026-02-03 17:13:12,他想看养视频，要翻回来
Bao,2026-02-03 17:20:49,就用这一个月
Xian,2026-02-03 18:15:34,不响丸辣！
Xian,2026-02-03 18:15:46,@伍子軒 @小米康
Xian,2026-02-03 18:15:49,我的兹白
Xian,2026-02-03 18:15:52,是个僵尸
Wu,2026-02-03 18:18:26,都出那么多好东西了，这一点点代价而已
Xian,2026-02-03 18:19:10,我拿我这几年谈不上恋爱
Xian,2026-02-03 18:19:32,换我下一个十连出兹白
Chen,2026-02-03 18:20:17,[强]
Xian,2026-02-03 18:26:24,我
Xian,2026-02-03 18:26:31,能撤回那句话吗
Xian,2026-02-03 18:26:36,我还是想谈恋爱的
Cheng,2026-02-03 18:31:45,笑
Cheng,2026-02-03 18:31:53,想过情人节了？弦哥
Xian,2026-02-03 18:32:36,不是
Cheng,2026-02-03 18:35:55,发财巴几点不用票啊
Wang,2026-02-03 18:36:41,我帮孙文斌双金
Wang,2026-02-03 18:36:57,然后大保底出的兹白
Wang,2026-02-03 18:37:03,然后那维莱特专武
Xian,2026-02-03 18:38:55,nb
Wang,2026-02-03 18:39:42,那维莱特啊
Wang,2026-02-03 18:39:54,就是抽的大保底那维莱特然后双金出的琴
Wang,2026-02-03 18:40:05,然后兹白就大保底了
Morty,2026-02-03 18:43:54,兄弟们 我真的能活着到考场吗
Morty,2026-02-03 18:44:04,怎么感觉又感冒了
Chen,2026-02-03 18:44:43,流感高发季
Bao,2026-02-03 19:03:42,算了我又没对象管情人节干啥
Chen,2026-02-03 19:11:12,没招了
Bao,2026-02-03 19:15:52,还挺好看叭
Bao,2026-02-03 19:19:03,好玩丝滑好看
Bao,2026-02-03 19:20:23,都给我用niri
Kang,2026-02-03 19:20:42,布响丸了[崩潰]
Kang,2026-02-03 19:20:58,又歪又歪
Bao,2026-02-03 19:21:15,这是终末地吗
Bao,2026-02-03 19:21:29,左二好像黍啊
Kang,2026-02-03 19:21:45,男的哥们
Bao,2026-02-03 19:22:03,但是好像
Kang,2026-02-03 19:22:30,黍不是黃绿色吗？
Bao,2026-02-03 19:23:01,脸像
Bao,2026-02-03 19:23:06,一个画风
Bao,2026-02-03 19:23:09,好看喜欢
Kang,2026-02-03 19:23:14,行吧
Bao,2026-02-03 19:23:25,又飒又柔的大姐姐
Bao,2026-02-03 19:23:27,谁不喜欢呢
Kang,2026-02-03 19:23:51,確实
Cheng,2026-02-03 19:23:51,🧐🤔
Bao,2026-02-03 19:24:16,@复制粘贴吧黄牌 我都写了那么细致的安装文档
Bao,2026-02-03 19:24:21,为什么不来arch
Bao,2026-02-03 19:24:41,这样滚挂的时候就有你陪我受罪了
Cheng,2026-02-03 19:24:57,呵呵
Bao,2026-02-03 19:30:16,我直接不更新
Cheng,2026-02-03 19:31:06,缺乏风味
Bao,2026-02-03 19:31:23,什么风味
Cheng,2026-02-03 19:31:51,滚挂
Bao,2026-02-03 19:33:43,也可以回滚嘛
Cheng,2026-02-03 19:36:58,安心desu
Bao,2026-02-03 19:54:58,求稳定为啥不装ubuntu呢
Bao,2026-02-03 19:55:14,ubuntu算是最稳定的了叭
Bao,2026-02-03 19:55:18,出问题也好找
Xian,2026-02-03 20:06:10,我不能接受！
Xian,2026-02-03 20:06:12,我的兹白
Xian,2026-02-03 20:06:15,是个僵尸！！！！！
Kang,2026-02-03 20:37:00,能死而复生
Kang,2026-02-03 20:37:08,也算一种仙人
Cheng,2026-02-03 20:37:43,data missing patterns是哪些？
Bao,2026-02-03 20:40:31,@复制粘贴吧黄牌
Gao,2026-02-03 20:41:07,mar
Gao,2026-02-03 20:41:09,mnr
Gao,2026-02-03 20:41:12,就是那仨
Gao,2026-02-03 20:41:19,对应下面的strategies
Cheng,2026-02-03 20:41:22,收到
Cheng,2026-02-03 20:41:28,谢谢高神
Gao,2026-02-03 20:41:45,你问我依据是什么
Gao,2026-02-03 20:41:57,PPT里pattern下一页就是
Bao,2026-02-03 20:43:35,小男娘
Cheng,2026-02-03 20:46:35,卧槽
Cheng,2026-02-03 20:46:42,这个我是真的喜欢
Bao,2026-02-03 20:47:18,不是，开箱即用
Bao,2026-02-03 20:47:37,一整个发行版
Bao,2026-02-03 20:47:45,【史上最怪的 Linux 发行版？(Nyarch Linux…)】 https://www.bilibili.com/video/BV1a42QBUE7p/?share_source=copy_web&vd_source=3fde7df6697a6f764505c32b8387d914
Bao,2026-02-03 20:47:49,还挺好看
Bao,2026-02-03 20:48:06,比自己捣鼓好看些
Bao,2026-02-03 20:48:35,https://nyarchlinux.moe/
Cheng,2026-02-03 20:51:57,搞
Bao,2026-02-03 21:05:08,@复制粘贴吧黄牌 真搞吗
Bao,2026-02-03 21:08:49,我不是男娘
Bao,2026-02-03 21:21:21,大一的怎么给你崔姐的活抢了
Bao,2026-02-03 21:21:39,联谊会不是我们崔姐的主意吗
Cheng,2026-02-03 21:22:06,崔姐应该不大愿意在那个群里被提及吧
Cheng,2026-02-03 21:22:28,她手机还坏了，想联谊也没办法了，哈哈哈
Cheng,2026-02-03 21:23:47,@掉线ing 你上次那个动漫社的暴走徒步活动去了吗？就是高想去的那个
Bao,2026-02-03 21:24:18,没去
Bao,2026-02-03 21:24:23,我当时在干什么？
Bao,2026-02-03 21:24:27,不记得了
Cheng,2026-02-03 21:24:41,高也没去吗？
Bao,2026-02-03 21:24:42,啥时候来着呢
Cheng,2026-02-03 21:24:47,走二次元路线
Bao,2026-02-03 21:24:47,没去叭
Cheng,2026-02-03 21:26:38,动漫社平时有活动吗？
Cheng,2026-02-03 21:26:46,感觉没有说过
Bao,2026-02-03 21:26:59,3/1漫展
Bao,2026-02-03 21:27:11,平常几乎没有
Bao,2026-02-03 21:27:31,感觉不好玩
Cheng,2026-02-03 21:27:45,有科大的规模吗？
Bao,2026-02-03 21:27:46,还好我不是动漫社的
